Complexity metrics,mar., 25 oct. 2022 00:22:40 EDT
Method,CogC,ev(G),iv(G),v(G)
"org.jfree.chart.plot.pie.PiePlot.drawRightLabels(KeyedValues<K>, Graphics2D, Rectangle2D, Rectangle2D, float, PiePlotState)",8,1,5,5
"org.jfree.chart.plot.pie.PiePlot.drawSimpleLabels(Graphics2D, List<K>, double, Rectangle2D, Rectangle2D, PiePlotState)",26,5,7,12
org.jfree.chart.plot.pie.PiePlot.equals(Object),49,50,1,50
"org.jfree.chart.plot.pie.PiePlot.getArcBounds(Rectangle2D, Rectangle2D, double, double, double)",1,2,1,2
"org.jfree.chart.plot.pie.PiePlot.getArcCenter(PiePlotState, K)",6,4,4,5
org.jfree.chart.plot.pie.PiePlot.getAutoPopulateSectionOutlinePaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getAutoPopulateSectionOutlineStroke(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getAutoPopulateSectionPaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getDataset(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getDefaultSectionOutlinePaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getDefaultSectionOutlineStroke(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getDefaultSectionPaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getDirection(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getExplodePercent(K),3,1,3,3
org.jfree.chart.plot.pie.PiePlot.getIgnoreNullValues(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getIgnoreZeroValues(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getInteriorGap(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelBackgroundPaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelDistributor(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelFont(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelGap(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelLinkDepth(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelLinkMargin(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelLinkPaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelLinkStroke(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelLinkStyle(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelLinksVisible(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelOutlinePaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelOutlineStroke(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelPadding(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelPaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLabelShadowPaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLegendItemShape(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLegendItems(),23,2,7,9
org.jfree.chart.plot.pie.PiePlot.getLegendLabelGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLegendLabelToolTipGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getLegendLabelURLGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getMaximumExplodePercent(),4,2,3,4
org.jfree.chart.plot.pie.PiePlot.getMaximumLabelWidth(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getMinimumArcAngleToDraw(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getPieIndex(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getPlotType(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getSectionKey(int),4,1,4,4
org.jfree.chart.plot.pie.PiePlot.getSectionOutlinePaint(K),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getSectionOutlineStroke(K),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getSectionOutlinesVisible(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getSectionPaint(K),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getShadowGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getShadowPaint(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getShadowXOffset(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getShadowYOffset(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getSimpleLabelOffset(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getSimpleLabels(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getStartAngle(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getToolTipGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.getURLGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.handleMouseWheelRotation(int),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.hashCode(),9,1,1,10
"org.jfree.chart.plot.pie.PiePlot.initialise(Graphics2D, Rectangle2D, PiePlot<?>, Integer, PlotRenderingInfo)",1,1,2,2
org.jfree.chart.plot.pie.PiePlot.isCircular(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.lookupSectionOutlinePaint(K),0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.lookupSectionOutlinePaint(K, boolean)",6,2,3,4
org.jfree.chart.plot.pie.PiePlot.lookupSectionOutlineStroke(K),0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.lookupSectionOutlineStroke(K, boolean)",6,2,3,4
org.jfree.chart.plot.pie.PiePlot.lookupSectionPaint(K),0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.lookupSectionPaint(K, PiePlotState)",1,1,2,2
"org.jfree.chart.plot.pie.PiePlot.lookupSectionPaint(K, boolean)",6,2,3,4
org.jfree.chart.plot.pie.PiePlot.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setAutoPopulateSectionOutlinePaint(boolean),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setAutoPopulateSectionOutlineStroke(boolean),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setAutoPopulateSectionPaint(boolean),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setCircular(boolean),0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.setCircular(boolean, boolean)",1,1,2,2
org.jfree.chart.plot.pie.PiePlot.setDataset(PieDataset<K>),2,1,3,3
org.jfree.chart.plot.pie.PiePlot.setDefaultSectionOutlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setDefaultSectionOutlineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setDefaultSectionPaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setDirection(Rotation),0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.setExplodePercent(K, double)",1,1,1,2
org.jfree.chart.plot.pie.PiePlot.setIgnoreNullValues(boolean),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setIgnoreZeroValues(boolean),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setInteriorGap(double),3,2,2,4
org.jfree.chart.plot.pie.PiePlot.setLabelBackgroundPaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelDistributor(AbstractPieLabelDistributor),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelFont(Font),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelGap(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelGenerator(PieSectionLabelGenerator),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelLinkMargin(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelLinkPaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelLinkStroke(Stroke),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelLinkStyle(PieLabelLinkStyle),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelLinksVisible(boolean),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelOutlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelOutlineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelPadding(RectangleInsets),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelPaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLabelShadowPaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLegendItemShape(Shape),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLegendLabelGenerator(PieSectionLabelGenerator),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLegendLabelToolTipGenerator(PieSectionLabelGenerator),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setLegendLabelURLGenerator(PieURLGenerator),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setMaximumLabelWidth(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setMinimumArcAngleToDraw(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setPieIndex(int),0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.setSectionOutlinePaint(K, Paint)",0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.setSectionOutlineStroke(K, Stroke)",0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setSectionOutlinesVisible(boolean),0,1,1,1
"org.jfree.chart.plot.pie.PiePlot.setSectionPaint(K, Paint)",0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setShadowGenerator(ShadowGenerator),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setShadowPaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setShadowXOffset(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setShadowYOffset(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setSimpleLabelOffset(RectangleInsets),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setSimpleLabels(boolean),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setStartAngle(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setToolTipGenerator(PieToolTipGenerator),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.setURLGenerator(PieURLGenerator),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.PiePlotState(PlotRenderingInfo),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getExplodedPieArea(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getLatestAngle(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getLinkArea(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getPassesRequired(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getPieArea(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getPieCenterX(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getPieCenterY(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getPieHRadius(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getPieWRadius(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.getTotal(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setExplodedPieArea(Rectangle2D),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setLatestAngle(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setLinkArea(Rectangle2D),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setPassesRequired(int),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setPieArea(Rectangle2D),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setPieCenterX(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setPieCenterY(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setPieHRadius(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setPieWRadius(double),0,1,1,1
org.jfree.chart.plot.pie.PiePlotState.setTotal(double),0,1,1,1
"org.jfree.chart.plot.pie.PiePlotTest.NullLegendLabelGenerator.generateAttributedSectionLabel(PieDataset<String>, String)",0,1,1,1
"org.jfree.chart.plot.pie.PiePlotTest.NullLegendLabelGenerator.generateSectionLabel(PieDataset<String>, String)",0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testBug1126(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testBug1126_b(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testBug1126_c(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testBug1126_d(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testBug1126_e(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testCloning(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testCloning_LegendItemShape(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testCloning_LegendLabelGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testCloning_LegendLabelToolTipGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testCloning_LegendLabelURLGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testCloning_URLGenerator(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testDrawWithNullLegendLabels(),1,1,1,2
org.jfree.chart.plot.pie.PiePlotTest.testEquals(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testGetDefaultSectionPaint(),1,1,1,2
org.jfree.chart.plot.pie.PiePlotTest.testGetLegendItems(),0,1,1,1
org.jfree.chart.plot.pie.PiePlotTest.testSerialization(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.AbstractRenderer(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.addChangeListener(RendererChangeListener),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.beginElementGroup(Graphics2D, ItemKey)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.calculateLabelAnchorPoint(ItemLabelAnchor, double, double, PlotOrientation)",1,1,1,26
org.jfree.chart.renderer.AbstractRenderer.clearSeriesPaints(boolean),1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.clearSeriesStrokes(boolean),1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.clone(),17,1,5,18
org.jfree.chart.renderer.AbstractRenderer.endElementGroup(Graphics2D),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.equals(Object),46,47,1,47
org.jfree.chart.renderer.AbstractRenderer.fireChangeEvent(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getAutoPopulateSeriesFillPaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getAutoPopulateSeriesOutlinePaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getAutoPopulateSeriesOutlineStroke(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getAutoPopulateSeriesPaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getAutoPopulateSeriesShape(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getAutoPopulateSeriesStroke(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDataBoundsIncludesVisibleSeriesOnly(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultCreateEntities(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultEntityRadius(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultFillPaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultItemLabelFont(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultItemLabelPaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultItemLabelsVisible(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultLegendShape(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultLegendTextFont(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultLegendTextPaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultNegativeItemLabelPosition(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultOutlinePaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultOutlineStroke(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultPaint(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultPositiveItemLabelPosition(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultSeriesVisible(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultSeriesVisibleInLegend(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultShape(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getDefaultStroke(),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getItemCreateEntity(int, int)",1,2,1,2
"org.jfree.chart.renderer.AbstractRenderer.getItemFillPaint(int, int)",0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getItemLabelAnchorOffset(),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getItemLabelFont(int, int)",1,1,1,2
"org.jfree.chart.renderer.AbstractRenderer.getItemLabelPaint(int, int)",1,1,1,2
"org.jfree.chart.renderer.AbstractRenderer.getItemOutlinePaint(int, int)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getItemOutlineStroke(int, int)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getItemPaint(int, int)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getItemShape(int, int)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getItemStroke(int, int)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getItemVisible(int, int)",0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getLegendShape(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getLegendTextFont(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getLegendTextPaint(int),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getNegativeItemLabelPosition(int, int)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.getPositiveItemLabelPosition(int, int)",0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesCreateEntities(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesFillPaint(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesItemLabelFont(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesItemLabelPaint(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesNegativeItemLabelPosition(int),1,1,1,2
org.jfree.chart.renderer.AbstractRenderer.getSeriesOutlinePaint(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesOutlineStroke(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesPaint(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesPositiveItemLabelPosition(int),1,1,1,2
org.jfree.chart.renderer.AbstractRenderer.getSeriesShape(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesStroke(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesVisible(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getSeriesVisibleInLegend(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.getTreatLegendShapeAsLine(),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.hasListener(EventListener),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.hashCode(),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.isItemLabelVisible(int, int)",0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.isSeriesItemLabelsVisible(int),1,2,1,2
org.jfree.chart.renderer.AbstractRenderer.isSeriesVisible(int),1,1,1,2
org.jfree.chart.renderer.AbstractRenderer.isSeriesVisibleInLegend(int),1,1,1,2
org.jfree.chart.renderer.AbstractRenderer.lookupLegendShape(int),2,1,2,3
org.jfree.chart.renderer.AbstractRenderer.lookupLegendTextFont(int),1,1,1,2
org.jfree.chart.renderer.AbstractRenderer.lookupLegendTextPaint(int),1,1,1,2
org.jfree.chart.renderer.AbstractRenderer.lookupSeriesFillPaint(int),5,1,3,5
org.jfree.chart.renderer.AbstractRenderer.lookupSeriesOutlinePaint(int),5,1,3,5
org.jfree.chart.renderer.AbstractRenderer.lookupSeriesOutlineStroke(int),5,1,3,5
org.jfree.chart.renderer.AbstractRenderer.lookupSeriesPaint(int),5,1,3,5
org.jfree.chart.renderer.AbstractRenderer.lookupSeriesShape(int),5,1,3,5
org.jfree.chart.renderer.AbstractRenderer.lookupSeriesStroke(int),5,1,3,5
org.jfree.chart.renderer.AbstractRenderer.notifyListeners(RendererChangeEvent),3,1,3,3
org.jfree.chart.renderer.AbstractRenderer.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.receive(ChartElementVisitor),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.removeChangeListener(RendererChangeListener),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setAutoPopulateSeriesFillPaint(boolean),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setAutoPopulateSeriesOutlinePaint(boolean),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setAutoPopulateSeriesOutlineStroke(boolean),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setAutoPopulateSeriesPaint(boolean),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setAutoPopulateSeriesShape(boolean),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setAutoPopulateSeriesStroke(boolean),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setDataBoundsIncludesVisibleSeriesOnly(boolean),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setDefaultCreateEntities(boolean),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultCreateEntities(boolean, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultEntityRadius(int),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setDefaultFillPaint(Paint),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultFillPaint(Paint, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultItemLabelFont(Font),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultItemLabelFont(Font, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultItemLabelPaint(Paint),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultItemLabelPaint(Paint, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultItemLabelsVisible(boolean),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultItemLabelsVisible(boolean, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultLegendShape(Shape),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setDefaultLegendTextFont(Font),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setDefaultLegendTextPaint(Paint),0,1,1,1
org.jfree.chart.renderer.AbstractRenderer.setDefaultNegativeItemLabelPosition(ItemLabelPosition),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultNegativeItemLabelPosition(ItemLabelPosition, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultOutlinePaint(Paint),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultOutlinePaint(Paint, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultOutlineStroke(Stroke),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultOutlineStroke(Stroke, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultPaint(Paint),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultPaint(Paint, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultPositiveItemLabelPosition(ItemLabelPosition),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultPositiveItemLabelPosition(ItemLabelPosition, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultSeriesVisible(boolean),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultSeriesVisible(boolean, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultSeriesVisibleInLegend(boolean),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultSeriesVisibleInLegend(boolean, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultShape(Shape),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultShape(Shape, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setDefaultStroke(Stroke),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setDefaultStroke(Stroke, boolean)",1,1,2,2
org.jfree.chart.renderer.AbstractRenderer.setItemLabelAnchorOffset(double),0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setLegendShape(int, Shape)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setLegendTextFont(int, Font)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setLegendTextPaint(int, Paint)",0,1,1,1
"org.jfree.chart.renderer.AbstractRenderer.setSeriesCreateEntities(int, Boolean)",0,1,1,1
