.\tp1-code\gr\spinellis\ckjm\ant\CkjmTask.java, tp1-code.gr.spinellis.ckjm.ant, CkjmTask, 2, 152
.\tp1-code\gr\spinellis\ckjm\ant\PrintXmlResults.java, tp1-code.gr.spinellis.ckjm.ant, PrintXmlResults, 2, 50
